0,85,6,48,56,11197,3,0,0,155,703,2,0,13,22,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,0,2190,1085,715,716,326,14,0,1209,0,41,33,5,16,21,0,0,3,8,0,60,0,0,17,37,30,0,0,0,1,0,3,1,96,0,0,2,1,0,0,2,2,1,1,79,16,39,27,0,1,0,0,0,1,0,0,5,3,81,0,4,56,650,470,2,16,69,3,1,31,23,379,0,498,3,50,10,6,7,2,0,14,89,163,369,5,244,0,141,7,93,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,221,0,0,0,0,1,0,0,0
6,2190,0,850,1103,74,9,0,26,489,0,26,1249,75,10,0,0,34,7,248,0,29,0,22,990,172,36,0,0,0,7,19,47,16,222,23,11,0,0,0,0,3,26,1,0,4,2,15,0,10,5,0,0,0,0,0,0,208,21,0,0,0,0,327,206,23,15,507,1,0,543,756,684,0,3,0,0,0,0,1,110,280,997,0,125,92,5,98,627,1,0,2,0,3,0,0,0,2,344,119,13,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,16,8,42,0,0,0,0,0,0,0,2,37,7,0,123,0,1,1,52,0,0,0,0
48,1085,850,0,1339,759,263,49,5,1296,3,6,84,15,45,1,1,2,43,92,0,9,8,7,113,68,11,0,0,0,24,37,62,14,99,93,23,0,1,0,4,17,53,3,4,13,9,23,4,5,14,0,20,6,0,0,1,212,76,164,5,27,111,311,9,313,210,1253,38,0,329,207,587,0,95,7,13,0,41,81,64,239,1063,13,16,183,15,210,94,8,32,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
56,715,1103,1339,0,998,11,36,1,1701,8,6,23,26,164,3,2,4,95,8,0,6,0,1,43,21,9,0,0,0,1,1,5,0,58,0,0,1,0,0,0,2,0,1,0,10,5,47,1,0,2,0,1,0,0,0,0,25,4,101,0,5,9,242,5,9,42,264,1,0,75,61,270,0,32,0,5,2,2,2,7,0,116,3,15,83,8,285,5,1,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,1,0,0,0,0,0,0
11197,716,74,759,998,0,28,1,0,3476,10470,775,131,639,1106,8,3,0,3481,0,1,3,0,0,1,1,1,0,1,0,0,0,0,0,15,0,0,1,1,1,0,1,0,0,0,12,1,7,2,0,0,0,0,0,0,0,0,0,1,86,1,1,12,10,2,1,21,10,0,0,3,0,1,0,7,0,3,0,0,1,0,0,1,2,19,5,2,4,0,1,0,4,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,12,0,0,15,5,5,0,0,3,0,0,1,1,4,0,2,1,1,0,0,0,0,0,0,4,43,7,1,9,0,1,0,2,0
3,326,9,263,11,28,0,258,0,363,0,8,0,0,0,20,0,0,1,0,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,57,19,1,4,15,4,431,0,0,0,1,0,0,2,0,18,0,40,14,0,10,2,0,0,0,8,152,774,0,0,35,137,0,324,13,0,0,0,0,6,18,16,39,153,1555,0,11,18,125,91,1,0,0,1,1,157,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0,0,0
0,14,0,49,36,1,258,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,15,17,0,0,0,0,0,2,0,79,1,0,0,2,3,0,20,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26,5,1,0,0,0,0,2,0,0,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,24,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0
155,1209,489,1296,1701,3476,363,122,2,0,6,4,9,38,113,1,4,3,175,2,0,7,0,0,6,3,4,0,0,0,3,0,1,0,46,6,0,0,2,0,1,2,0,2,0,20,6,21,4,0,3,0,2,0,0,0,0,0,1,71,0,13,66,73,29,0,31,32,8,0,17,2,25,0,40,2,6,5,3,33,1,0,9,10,43,22,5,54,0,4,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0
703,0,0,3,8,10470,0,0,0,6,0,40,1,13,32,1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2,41,26,6,6,775,8,0,0,4,40,0,3589,1169,597,236,21,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,96,0,0,0,0,0,0,0,0,4,0,83,0,1,70,109,195,1,0,0,0,0,1,4,132,0,0,2,0,0,0,3,0,1,3,29,9,35,37,0,1,0,1,1,0,0,0,4,0,34,0,2,1,450,1286,0,4,29,3,0,36,23,334,0,116,0,5,0,1,0,14,0,6,46,129,284,9,206,0,126,3,30,1
0,33,1249,84,23,131,0,0,5,9,1,3589,0,664,1359,34,17,28,873,4,0,0,0,3,110,38,10,0,0,0,2,0,2,2,69,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,13,0,0,33,33,41,0,0,0,0,0,0,0,0,7,6,0,57,0,0,5,59,0,0,0,0,184,0,36,0,66,2694,315,119,0,0,0,2,12,17,11,326,0,7,0,0,0,0,13,62,0,0,0,1,13,2,13,6,0,0,34,0,0,0,210,17,5,0,0,0,215,123,36,10,158,1,0,605,788,853,0,2,0,0,0,0,2,247,192,597,0,113,7,14,82,420,0,1,5,0
13,5,75,15,26,639,0,0,0,38,13,1169,664,0,1024,915,106,6,1324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,65,4,8,63,13,192,108,21,0,0,0,31,21,32,5,80,11,104,3,3,0,2,58,89,1,8,5,9,20,5,6,0,1,2,245,0,0,3,360,60,396,6,30,453,193,85,427,271,814,58,3,247,121,282,2,45,2,11,1,43,259,114,388,1160,44,25,166,39,86,50,15,30,109,2
22,16,10,45,164,1106,0,0,0,113,32,597,1359,1024,0,35,45,3,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,0,1,139,29,21,0,0,0,1,0,3,1,49,0,0,0,0,0,0,0,1,1,0,4,0,31,2,0,1,0,0,0,0,0,0,30,3,31,0,1,3,101,29,4,0,59,6,1,70,66,115,0,18,0,0,1,1,3,23,0,47,8,16,48,15,163,2,9,1,8,0
0,21,0,1,3,8,20,0,0,1,1,236,34,915,35,0,365,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,218,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,44,5,6,23,17,314,5,0,0,0,0,0,3,0,1,0,10,188,0,5,13,0,0,0,41,197,2683,0,1,45,257,0,718,84,0,0,0,0,5,20,29,34,200,3173,1,13,28,150,75,0,0,0,0,5,163,133,0
0,0,0,1,2,3,0,0,0,4,0,21,17,106,45,365,0,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,58,8,0,0,0,0,0,0,0,1,0,11,89,0,2,1,0,0,0,0,181,8,0,0,6,14,0,51,0,0,0,0,0,0,0,0,0,6,29,0,8,17,0,0,0,0,0,0,0,34,16,0
0,0,34,2,4,0,0,0,5,3,0,0,28,6,3,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,4,0,26,0,0,0,78,0,2,0,0
62,3,7,43,95,3481,1,0,0,175,123,1473,873,1324,1797,379,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,9,0,1,5,8,16,0,0,1,0,0,0,1,40,0,0,0,0,0,0,8,5,0,0,3,1,19,5,0,0,0,0,7,0,0,0,0,0,6,1,8,56,40,59,0,3,13,17,0,9,5,22,0,11,0,8,2,0,4,2,0,5,40,54,23,9,44,0,3,10,7,0
0,8,248,92,8,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,21,44,0,0,0,0,0,0,4,3,14,2,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,76,0,38,0,0,19,109,0,0,0,0,0,0,0,0,38,12,357,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,51,16,136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,89,0,0,0,3,0,17,216,0,0,0,0,0,842,184,92,94,148,0,0,0,9,2,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,29,9,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,131,300,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,55,0,16,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,1,0,0,0,0,0,0,1,444,1,8,2,0,0,0,0,0,0,1,0,2,0,0,269,0,0,0,111,0,0,4,568,0,0,0,0,1,3,35,0,0,1,0,0,0,0,0,0,0,362,37,3,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,46,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,2,37,2,0,0,0,0,0,0,0,5,1,20,0,1,0,0,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,17,990,113,43,1,0,0,14,6,0,0,110,0,0,0,0,3,0,44,0,0,0,46,0,458,104,2,0,0,1,1,10,27,773,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,8,0,0,0,0,0,0,11,7,0,0,0,0,0,7,30,0,185,0,0,107,88,80,0,0,0,0,0,0,0,16,30,63,0,841,0,0,0,329,5,0,0,0,0,0,0,0,1,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,138,0,0,0,1,0,0,0,0
0,37,172,68,21,1,0,0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,458,0,1260,24,2,0,7,0,5,6,589,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2,169,0,0,55,0,0,161,26,164,0,0,0,0,0,0,0,0,0,0,0,719,0,16,0,0,132,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
0,30,36,11,9,1,0,0,0,4,0,0,10,1,0,0,0,0,0,0,0,135,0,0,104,1260,0,55,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,2,0,4,18,0,0,0,0,0,0,0,0,0,0,9,0,0,0,67,860,0,5,0,0,0,0,1,34,0,2,0,0,0,0,0,0,0,0,7,1391,1,0,28,1,547,0,0,0,0,0,1,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,140,0,0,10,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,55,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,389,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,42,75,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261,0,0,0,0,0,0,2,0,0,0,0,0,4,58,2,1,4,0,0,0,70,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,1,7,24,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,11,0,1,7,0,0,0,0,0,0,1,3,10,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,14,8,0,0,0,4,0,0,0,357,1,0,140,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,104,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,19,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,157,0,58,0,0,0,2,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
